strategy,exit_horizon_min,cost_bps,trade_count,win_rate,avg_gross_bps,avg_net_bps,total_net_points,expectancy,max_drawdown_proxy,profit_factor_proxy,median_return_bps,p25_return_bps,p75_return_bps,long_count,short_count,instrument_breakdown,time_of_day_breakdown,spam_flags
sensex_intraday.generate_signal,30,2.0,530,0.450943,1.989048,-0.010952,-926.35555,-1.747841,-7445.748382,0.938168,-1.090003,-8.609144,6.851582,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,30,2.0,635,0.458268,1.682295,-0.317705,-2240.483374,-3.52832,-8160.139666,0.891336,-1.075354,-9.414009,7.654467,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,30,2.0,225,0.44,-0.875304,-2.875304,-4022.312242,-17.876943,-4059.61831,0.64796,-2.226803,-13.012549,8.833194,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,30,2.0,264,0.382576,-0.879933,-2.879933,-4374.131344,-16.568679,-4941.367584,0.494782,-2.320042,-10.581497,3.91884,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,30,2.0,205,0.35122,-2.258622,-4.258622,-4895.995894,-23.882907,-5241.048794,0.339405,-3.386568,-11.637781,3.050579,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,30,2.0,183,0.300546,-5.085046,-7.085046,-6864.559066,-37.511252,-6829.992076,0.305849,-7.292529,-15.051654,2.574386,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,30,2.0,943,0.415695,-0.844969,-2.844969,-13925.793962,-14.767544,-13891.226972,0.654774,-3.03905,-13.983874,8.30601,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,5,5.0,86,0.255814,1.733481,-3.266519,-1428.13491,-16.60622,-1415.658005,0.175284,-2.720464,-6.269731,-0.015506,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,5,5.0,123,0.243902,1.66099,-3.33901,-2052.370005,-16.685935,-2026.553335,0.180948,-2.97455,-6.244976,-0.217439,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,5,5.0,205,0.204878,0.134258,-4.865742,-5065.894735,-24.711682,-5054.15661,0.088552,-4.491789,-9.402056,-0.863188,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,5,5.0,183,0.147541,-1.264581,-6.264581,-5963.372665,-32.586736,-5951.78019,0.096262,-7.364265,-10.796915,-2.153409,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,5,5.0,225,0.222222,0.718952,-4.281048,-6006.085605,-26.693714,-6075.31361,0.255841,-5.499482,-8.983958,-0.42992,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,5,5.0,264,0.204545,0.196971,-4.803029,-6659.35336,-25.224823,-6633.03941,0.094166,-4.675551,-9.307918,-0.859601,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
banknifty_intraday.generate_signal,5,5.0,530,0.218868,0.343268,-4.656732,-13101.108875,-24.719073,-13073.98615,0.127912,-4.673389,-8.976346,-0.633876,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,5,5.0,530,0.218868,0.343268,-4.656732,-13101.108875,-24.719073,-13073.98615,0.127912,-4.673389,-8.976346,-0.633876,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,5,5.0,530,0.218868,0.343268,-4.656732,-13101.108875,-24.719073,-13073.98615,0.127912,-4.673389,-8.976346,-0.633876,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,5,5.0,605,0.226446,0.422864,-4.577136,-14867.03618,-24.573614,-14843.12853,0.140539,-4.525609,-8.786323,-0.443693,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,5,5.0,605,0.226446,0.422864,-4.577136,-14867.03618,-24.573614,-14843.12853,0.140539,-4.525609,-8.786323,-0.443693,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,5,5.0,635,0.229921,0.661947,-4.338053,-14993.483435,-23.611785,-15001.332235,0.19403,-4.701643,-8.790679,-0.267842,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,5,5.0,943,0.193001,-0.122046,-5.122046,-25480.519905,-27.0207,-25468.92743,0.155211,-5.623403,-9.554096,-1.21911,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,10,5.0,86,0.337209,2.155852,-2.844148,-1164.11491,-13.53622,-1171.689535,0.334878,-2.146585,-5.99608,0.933103,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,10,5.0,123,0.406504,2.990828,-2.009172,-1166.380005,-9.482764,-1179.23078,0.451545,-1.638652,-5.386087,1.430216,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,10,5.0,205,0.287805,0.519865,-4.480135,-4619.084735,-22.532121,-4711.686935,0.260385,-5.558183,-10.073598,1.151921,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,10,5.0,264,0.291667,0.937755,-4.062245,-5614.44336,-21.266831,-5785.248235,0.303201,-5.598963,-9.651648,1.971808,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,10,5.0,183,0.147541,-1.56853,-6.56853,-6298.752665,-34.419413,-6278.56019,0.149818,-6.690846,-11.541091,-3.552236,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,10,5.0,225,0.266667,-0.655557,-5.655557,-8001.855605,-35.563803,-8001.454405,0.23719,-4.783428,-12.030662,0.247256,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
banknifty_intraday.generate_signal,10,5.0,530,0.269811,0.777678,-4.222322,-12093.708875,-22.818319,-12288.2675,0.270802,-5.125164,-9.309186,0.701708,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,10,5.0,530,0.269811,0.777678,-4.222322,-12093.708875,-22.818319,-12288.2675,0.270802,-5.125164,-9.309186,0.701708,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,10,5.0,530,0.269811,0.777678,-4.222322,-12093.708875,-22.818319,-12288.2675,0.270802,-5.125164,-9.309186,0.701708,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,10,5.0,605,0.294215,0.974854,-4.025146,-13301.00618,-21.985134,-13397.682705,0.299406,-4.864444,-9.259449,1.418499,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,10,5.0,605,0.294215,0.974854,-4.025146,-13301.00618,-21.985134,-13397.682705,0.299406,-4.864444,-9.259449,1.418499,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,10,5.0,635,0.285039,0.706421,-4.293579,-15342.393435,-24.16125,-15516.545635,0.293264,-4.948014,-9.523565,0.997069,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,10,5.0,943,0.255567,-0.580573,-5.580573,-27817.699905,-29.499152,-27797.50743,0.212418,-5.647726,-10.923539,0.071532,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,15,5.0,123,0.390244,3.582504,-1.417496,-763.850005,-6.210163,-796.84653,0.58978,-1.194713,-4.819928,1.885381,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,15,5.0,86,0.348837,2.943449,-2.056551,-768.85491,-8.940173,-871.044985,0.498043,-2.150541,-6.89373,1.121225,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,15,5.0,205,0.268293,0.229107,-4.770893,-4997.464735,-24.377877,-5146.666935,0.329786,-7.357792,-11.083477,0.906194,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,15,5.0,183,0.169399,-0.762559,-5.762559,-5432.332665,-29.684878,-5416.14019,0.235095,-5.8972,-10.562224,-1.843814,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,15,5.0,264,0.295455,0.989948,-4.010052,-5503.17336,-20.845354,-5751.878235,0.394746,-6.041764,-10.717081,2.336493,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,15,5.0,225,0.328889,-0.105756,-5.105756,-7295.075605,-32.422558,-7304.95348,0.338443,-3.899927,-13.332075,2.468414,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
banknifty_intraday.generate_signal,15,5.0,530,0.324528,1.618126,-3.381874,-9741.468875,-18.38013,-10274.043875,0.401762,-4.624458,-9.641379,2.267094,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,15,5.0,530,0.324528,1.618126,-3.381874,-9741.468875,-18.38013,-10274.043875,0.401762,-4.624458,-9.641379,2.267094,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,15,5.0,530,0.324528,1.618126,-3.381874,-9741.468875,-18.38013,-10274.043875,0.401762,-4.624458,-9.641379,2.267094,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,15,5.0,605,0.343802,1.515083,-3.484917,-11710.61618,-19.35639,-12126.15908,0.39774,-4.500581,-9.843009,2.719076,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,15,5.0,605,0.343802,1.515083,-3.484917,-11710.61618,-19.35639,-12126.15908,0.39774,-4.500581,-9.843009,2.719076,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,15,5.0,635,0.335433,1.414393,-3.585607,-12970.853435,-20.426541,-13433.07201,0.409477,-4.352928,-9.838108,2.843536,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,15,5.0,943,0.311771,-0.089691,-5.089691,-25013.759905,-26.525726,-24997.56743,0.316747,-4.88133,-11.427896,1.846923,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,30,5.0,86,0.325581,3.995451,-1.004549,-272.08491,-3.163778,-830.545935,0.804259,-2.918641,-5.665223,4.208108,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,30,5.0,123,0.325203,3.239543,-1.760457,-916.340005,-7.449919,-1447.051355,0.631848,-2.99554,-6.168613,3.434432,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,30,5.0,205,0.253659,-2.258622,-7.258622,-7965.394735,-38.855584,-8041.096935,0.17032,-6.386568,-14.637781,0.050579,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,30,5.0,225,0.351111,-0.875304,-5.875304,-8288.675605,-36.838558,-8280.10348,0.407568,-5.226803,-16.012549,5.833194,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,30,5.0,264,0.272727,-0.879933,-5.879933,-8430.40336,-31.933346,-8591.392435,0.263221,-5.320042,-13.581497,0.91884,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
