expired_instrument_key,expiry,option_type,strike,timestamp,session,minute_of_day,days_to_expiry,premium_band,open,high,low,close,volume,open_interest,entry_price_next_open,prior_5m_return_pct,prior_10m_range_pct,prior_5m_volume_ratio,transition_compression_to_lift,transition_put_call_selloff_or_lift,transition_volume_participation,session_id,expiry_id,previous_return,previous_close,previous_volume_ratio,previous_open_interest,return_acceleration,volume_acceleration,oi_change_ratio,bar_acceptance,positive_return,positive_acceleration,volume_participating,positive_weight,weighted_strike_numerator,surface_count,breadth_positive,breadth_acceleration,breadth_volume,surface_median_return,surface_median_acceleration,surface_return_dispersion,breadth_delta,acceleration_breadth_delta,directional_mass_shift,compression_transition_breadth,put_call_transition_breadth,participation_transition_breadth,mirror_return,mirror_acceleration,mirror_volume_ratio,option_asymmetry,mechanism,premium_distance,extremity_score,forward_mfe_points,forward_mae_points,forward_close_change_points,forward_expansion_pct,label_horizon_minutes,is_expansion_event,move_cluster_id,gross_return_pct,net_return_pct,stress_return_pct,fold_id,partition,ledger_role,previous_timestamp
NSE_FO|57802|17-03-2026,2026-03-17,PE,24150.0,2026-03-12 07:35:00+00:00,2026-03-12,785,5,5,509.35,538.65,507.2,538.65,2795,482300,542.35,7.140726006961695,9.1153810452056,2.0476190476190474,False,True,True,2026-03-12,2026-03-17,1.4731106850973674,502.85,1.024390243902439,484250.0,5.667615321864328,1.0232288037166084,-0.004026845637583893,True,1.0,1.0,1.0,56.66840958933809,1368542.0915825148,5,1.0,1.0,0.8,6.453423120089785,5.228469765664556,2.45554607145322,0.0,1.0,7.122359178265469,0.2,0.6,0.8,-11.722912966252231,-6.1867824301216965,5.731075697211155,18.863638973213927,same_strike_pe_direction_flip_control,,,4.149999999999977,29.050000000000068,-27.75,0.7651885313911638,5,False,,-5.11662210749516,-5.2166221074951595,-6.11662210749516,holdout_mirror,,holdout_mirror_control,
NSE_FO|62601|24-03-2026,2026-03-24,PE,23600.0,2026-03-20 09:20:00+00:00,2026-03-20,890,4,5,568.0,609.1,568.0,602.75,31915,1096225,602.9,6.108617199190225,14.301119867274997,1.6177924217462933,False,True,True,2026-03-20,2026-03-24,-0.6538226832882965,569.8,0.3393739703459638,1101750.0,6.762439882478521,1.2784184514003296,-0.005014749262536873,False,1.0,1.0,1.0,63.351630445534425,1495098.4785146124,5,1.0,1.0,1.0,5.685728330329365,5.808277349937208,0.8777242297672668,0.6,0.8,57.03880779852261,0.0,0.8,0.8,-9.702660406885755,-9.232440971149082,3.5526791927627,15.81127760607598,same_strike_pe_direction_flip_control,,,1.7000000000000455,27.350000000000023,-12.100000000000023,0.2819704760325171,5,False,,-2.0069663294078657,-2.1069663294078658,-3.0069663294078657,holdout_mirror,,holdout_mirror_control,
NSE_FO|40769|07-04-2026,2026-04-07,PE,22900.0,2026-04-07 08:27:00+00:00,2026-04-07,837,0,0,10.7,21.7,10.2,19.05,17820465,28919410,19.0,190.83969465648858,81.1023622047244,3.2619380476748545,False,True,True,2026-04-07,2026-04-07,23.563218390804618,10.75,1.1309732559993133,28919410.0,167.27647626568395,2.130964791675541,0.0,False,1.0,1.0,1.0,3186.2324675682903,72964723.50731385,8,0.75,0.625,0.875,121.85314685314682,106.21549503128448,72.74023475427668,-0.125,-0.125,-1306.015872115513,0.0,0.75,1.0,-38.62219451371571,-29.729337370858566,2.802308049176525,229.4618891702043,same_strike_pe_direction_flip_control,,,8.55,11.35,-9.75,45.0,5,False,,-51.31578947368421,-51.415789473684214,-52.31578947368421,holdout_mirror,,holdout_mirror_control,
NSE_FO|74156|05-05-2026,2026-05-05,PE,24050.0,2026-05-04 07:53:00+00:00,2026-05-04,803,1,2,98.2,104.15,96.1,99.95,2839525,5246540,100.0,19.70059880239521,31.565782891445732,3.4332756994655766,False,True,True,2026-05-04,2026-05-05,9.156492785793557,98.35,2.5941008882185352,5246540.0,10.544106016601653,0.8391748112470414,0.0,False,1.0,1.0,1.0,292.7341072807776,7040255.280102702,8,0.625,0.625,0.75,17.133011540047207,9.096552747556563,9.783992913192925,-0.125,0.5,-762.6610679718287,0.0,0.625,0.875,-16.67176506576935,-6.339071527701533,3.735681313044965,36.372363868164555,same_strike_pe_direction_flip_control,,,8.700000000000003,13.599999999999994,6.049999999999997,8.700000000000003,5,False,,6.049999999999997,5.9499999999999975,5.049999999999997,holdout_mirror,,holdout_mirror_control,
NSE_FO|41757|12-05-2026,2026-05-12,PE,24050.0,2026-05-11 09:17:00+00:00,2026-05-11,887,1,3,170.95,191.0,170.35,183.5,534430,1783015,183.6,8.772969768820404,15.040871934604901,2.1685348806540947,False,True,True,2026-05-11,2026-05-12,2.805429864253406,170.4,0.47289990768825,1955720.0,5.967539904566999,1.6956349729658446,-0.08830763094921563,False,1.0,1.0,1.0,115.70632901355172,2782737.212775919,8,0.75,0.625,0.875,6.786903500037466,4.338242727479957,5.299451933225999,0.0,0.125,-6.22115797962033,0.0,0.75,0.875,-9.563602599814292,-5.6174142590071146,3.2683526789145976,18.336572368634698,same_strike_pe_direction_flip_control,,,11.349999999999994,10.699999999999989,0.4000000000000057,6.181917211328973,5,False,,0.21786492374727978,0.11786492374727978,-0.7821350762527202,holdout_mirror,,holdout_mirror_control,
NSE_FO|42299|09-06-2026,2026-06-09,PE,23450.0,2026-06-04 07:44:00+00:00,2026-06-04,794,5,4,194.05,225.0,193.9,220.95,979420,2262845,220.6,26.764199655765907,24.98302783435166,5.294448348559381,False,True,True,2026-06-04,2026-06-09,11.759631972397933,194.35,1.1829022197761878,2262845.0,15.004567683367974,4.111546128783194,0.0,False,1.0,1.0,1.0,369.20455622829235,8657846.843553456,8,0.625,0.75,1.0,25.903860583913783,14.46293487514546,16.8516534527099,0.0,-0.125,-0.10835205321200192,0.0,0.625,1.0,-21.21019108280254,-10.332328487382702,4.105619707467283,47.974390738568445,same_strike_pe_direction_flip_control,,,15.400000000000006,15.049999999999983,-12.0,6.980961015412514,5,False,,-5.439709882139619,-5.5397098821396185,-6.439709882139619,holdout_mirror,,holdout_mirror_control,
NSE_FO|56381|23-06-2026,2026-06-23,PE,24150.0,2026-06-22 08:10:00+00:00,2026-06-22,820,1,2,84.55,91.75,84.45,89.3,2405910,11260340,89.4,8.242424242424228,13.88577827547593,4.800155621838932,False,True,True,2026-06-22,2026-06-23,0.9552238805970115,84.55,1.3731033588380237,11539905.0,7.2872003618272165,3.427052263000908,-0.024225936002072807,False,1.0,1.0,1.0,121.10955933459306,2924795.8579304223,8,0.75,0.625,0.625,10.176362320574839,7.669250579942144,12.85637979078945,0.0,0.5,-6.183052682445123,0.0,0.75,0.75,-9.013605442176864,-7.368583797155215,4.301195559350982,17.256029684601092,same_strike_pe_direction_flip_control,,,0.5999999999999943,12.350000000000009,-9.800000000000011,0.671140939597309,5,False,,-10.961968680089496,-11.061968680089496,-11.961968680089496,holdout_mirror,,holdout_mirror_control,
NSE_FO|79714|30-06-2026,2026-06-30,PE,23850.0,2026-06-30 07:50:00+00:00,2026-06-30,800,0,0,9.9,12.85,9.65,11.35,5098405,22812205,11.35,28.248587570621474,42.731277533039645,1.93714652638858,False,True,True,2026-06-30,2026-06-30,-1.4851485148514865,9.95,1.259670047226548,22560590.0,29.733736085472962,0.677476479162032,0.011152855488265155,False,1.0,1.0,1.0,436.28357344128034,10405363.226574536,8,0.625,0.75,0.625,13.54545454545456,19.943396226415096,12.191626909208033,0.5,0.125,-123.04673046847165,0.0,0.625,0.625,-11.405197305101067,-9.309388921867523,3.1524853918194187,39.65378487572254,same_strike_pe_direction_flip_control,,,4.6,0.40000000000000036,1.6500000000000004,40.52863436123348,5,False,,14.53744493392071,14.43744493392071,13.53744493392071,holdout_mirror,,holdout_mirror_control,
NSE_FO|51388|14-07-2026,2026-07-14,PE,24350.0,2026-07-08 08:16:00+00:00,2026-07-08,826,6,4,226.25,259.7,224.95,257.3,265070,903305,259.65,17.64974851394605,17.10066070734551,10.28499369482976,False,True,True,2026-07-08,2026-07-14,2.0602218700475516,225.4,0.8102564102564103,997100.0,15.589526643898498,9.474737284573349,-0.0940677966101695,False,1.0,1.0,1.0,220.4056998415163,5366878.791140922,8,0.625,0.625,0.75,18.45253383144111,15.988159948210155,13.011570140023014,0.0,0.625,-1.0470526211538527,0.0,0.625,1.0,-16.427640156453727,-14.126522470720658,12.82544237207078,34.07738867039978,same_strike_pe_direction_flip_control,,,76.90000000000003,1.25,66.90000000000003,29.616791835162736,5,True,NSE_FO|51388|14-07-2026:6461,25.765453495089556,25.665453495089555,24.765453495089556,holdout_mirror,,holdout_mirror_control,
NSE_FO|51386|14-07-2026,2026-07-14,PE,24300.0,2026-07-09 09:10:00+00:00,2026-07-09,880,5,4,296.0,325.0,295.7,323.0,55055,2089425,320.45,15.130992692924616,16.176470588235293,2.177377892030848,False,True,True,2026-07-09,2026-07-14,7.4977416440831,297.5,1.147896879240163,2082925.0,7.633251048841516,1.0294810127906853,0.0031206116398814166,False,1.0,1.0,1.0,165.17152205852145,4013667.986022071,8,0.875,0.75,0.875,14.627820179847827,7.275774754631681,7.292258511011852,0.0,-0.125,-213.44537734028563,0.125,0.625,0.75,-22.968580715059595,-8.442264925585919,3.3290969899665552,38.09957340798421,same_strike_pe_direction_flip_control,,,7.350000000000023,19.30000000000001,-0.3499999999999659,2.2936495553128484,5,False,,-0.10922140739583895,-0.20922140739583894,-1.1092214073958389,holdout_mirror,,holdout_mirror_control,
NSE_FO|51388|14-07-2026,2026-07-14,PE,24350.0,2026-07-10 09:01:00+00:00,2026-07-10,871,4,3,190.55,200.0,190.25,197.0,156845,914420,196.95,5.601715357812909,9.111675126903547,3.2237808951235807,False,True,True,2026-07-10,2026-07-14,0.1581444385872599,190.0,0.7454909819639278,915070.0,5.443570919225649,2.478289913159653,-0.0007103281716152863,True,1.0,1.0,1.0,67.01343124216858,1631777.0507468048,8,0.75,0.625,0.875,6.074335739517744,5.5666679828664805,4.625435258724152,0.0,-0.125,172.2247564663885,0.125,0.75,0.875,-12.380952380952381,-11.617593602326426,3.254990494296578,17.98266773876529,same_strike_pe_direction_flip_control,,,1.0500000000000114,11.199999999999989,-3.75,0.5331302361005389,5,False,,-1.9040365575019043,-2.0040365575019043,-2.9040365575019043,holdout_mirror,,holdout_mirror_control,
NSE_FO|57345|21-07-2026,2026-07-21,PE,24100.0,2026-07-21 07:30:00+00:00,2026-07-21,780,0,0,11.35,19.45,10.25,17.8,17781660,34430825,17.75,129.67741935483872,70.22471910112358,4.43676054396393,False,True,True,2026-07-21,2026-07-21,47.4025974025974,11.35,3.2246000145965277,37854050.0,82.27482195224133,1.2121605293674027,-0.09043219946082387,False,1.0,1.0,1.0,2164.7931089387803,52171513.925424606,8,0.75,0.625,0.875,72.10022522522522,45.78768149290288,63.00111701538787,0.0,0.0,10.143238452801597,0.0,0.75,0.875,-33.683519369665134,-15.252146820645525,3.8455174451530296,163.36093872450385,same_strike_pe_direction_flip_control,,,0.9499999999999993,6.75,-6.35,5.3521126760563345,5,False,,-35.77464788732394,-35.87464788732394,-36.77464788732394,holdout_mirror,,holdout_mirror_control,
NSE_FO|57801|17-03-2026,2026-03-17,CE,24150.0,2026-03-12 07:36:00+00:00,2026-03-12,786,5,2,74.6,74.85,72.05,73.6,141570,1719770,73.55,-8.684863523573206,22.486413043478258,4.338645418326693,False,False,True,2026-03-12,2026-03-17,-11.722912966252231,74.55,5.731075697211155,1719770.0,3.038049442679025,-1.3924302788844622,0.0,False,0.0,1.0,1.0,0.0,0.0,5,0.0,1.0,1.0,-8.830022075055188,3.027270684650995,0.1518365820438606,0.0,1.0,,0.0,0.0,1.0,5.349514563106794,-1.791211443854901,3.0,-14.03437808668,five_minute_delayed_ce_control,,,6.049999999999997,0.0,5.299999999999997,8.225696804894627,5,False,,7.2059823249490105,7.105982324949011,6.2059823249490105,holdout_delayed,,holdout_delayed_control,2026-03-12 07:35:00+00:00
NSE_FO|62600|24-03-2026,2026-03-24,CE,23600.0,2026-03-20 09:21:00+00:00,2026-03-20,891,4,2,57.7,60.2,56.75,58.85,386815,4921215,58.95,-8.971384377416868,24.723874256584534,1.4693827160493826,False,False,False,2026-03-20,2026-03-24,-9.702660406885755,57.7,3.5526791927627,4921215.0,0.7312760294688871,-2.0832964767133175,0.0,False,0.0,1.0,1.0,0.0,0.0,5,0.0,1.0,1.0,-8.754512635379063,0.9170202113362613,0.46907382648296503,0.0,1.0,,0.0,0.0,0.2,5.363475177304955,-0.74514202188527,1.008695652173913,-14.334859554721824,five_minute_delayed_ce_control,,,4.299999999999997,0.05000000000000426,3.0,7.294317217981335,5,False,,5.089058524173027,4.989058524173028,4.089058524173027,holdout_delayed,,holdout_delayed_control,2026-03-20 09:20:00+00:00
NSE_FO|40761|07-04-2026,2026-04-07,CE,22900.0,2026-04-07 08:28:00+00:00,2026-04-07,838,0,2,98.5,107.8,86.45,94.1,2302690,6564480,94.1,-36.93029490616622,81.72157279489905,2.044259788222395,False,False,True,2026-04-07,2026-04-07,-38.62219451371571,98.45,2.802308049176525,6041945.0,1.6918996075494945,-0.7580482609541299,0.0864845674695814,False,0.0,1.0,1.0,0.0,0.0,5,0.0,1.0,1.0,-36.93029490616622,1.6918996075494945,6.697311809514984,0.0,1.0,,0.0,0.0,1.0,218.30065359477126,27.460958938282687,2.7633119956362004,-255.23094850093747,five_minute_delayed_ce_control,,,40.599999999999994,7.699999999999989,31.400000000000006,43.14558979808714,5,True,NSE_FO|40761|07-04-2026:636,33.368756641870355,33.268756641870354,32.368756641870355,holdout_delayed,,holdout_delayed_control,2026-04-07 08:27:00+00:00
NSE_FO|74155|05-05-2026,2026-05-05,CE,24050.0,2026-05-04 07:54:00+00:00,2026-05-04,804,1,3,136.1,146.55,135.6,142.4,648570,2359045,142.3,-12.825221916131003,28.335674157303366,3.017692424013307,False,False,True,2026-05-04,2026-05-05,-16.67176506576935,136.2,3.735681313044965,2359045.0,3.8465431496383466,-0.7179888890316581,0.0,False,0.0,1.0,1.0,0.0,0.0,5,0.0,1.0,1.0,-13.521545319465078,3.924822392464744,1.3004057503878832,0.0,1.0,,0.0,0.0,0.6,14.603365384615374,-5.097233417779835,2.1301477522791576,-27.42858730074638,five_minute_delayed_ce_control,,,11.099999999999994,25.900000000000006,-25.85000000000001,7.800421644413206,5,False,,-18.16584680252987,-18.26584680252987,-19.16584680252987,holdout_delayed,,holdout_delayed_control,2026-05-04 07:53:00+00:00
NSE_FO|41756|12-05-2026,2026-05-12,CE,24050.0,2026-05-11 09:18:00+00:00,2026-05-11,888,1,1,48.8,49.8,44.85,46.65,928915,5661500,46.7,-10.97328244274809,25.5091103965702,2.1970943193173955,False,False,True,2026-05-11,2026-05-12,-9.563602599814292,48.7,3.2683526789145976,5661500.0,-1.409679842933798,-1.071258359597202,0.0,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-11.068036570211248,-1.1410754878865665,4.562169166792876,0.0,0.0,,0.0,0.0,0.8333333333333334,8.631211857018295,-0.1417579118021095,1.5284188315969933,-19.604494299766387,five_minute_delayed_ce_control,,,3.0999999999999943,3.200000000000003,1.0499999999999972,6.638115631691637,5,False,,2.248394004282649,2.148394004282649,1.2483940042826491,holdout_delayed,,holdout_delayed_control,2026-05-11 09:17:00+00:00
NSE_FO|42297|09-06-2026,2026-06-09,CE,23450.0,2026-06-04 07:45:00+00:00,2026-06-04,795,5,3,123.7,124.85,115.2,119.0,569725,3542825,119.1,-23.027166882276838,38.99159663865546,2.6989992301770593,False,False,True,2026-06-04,2026-06-09,-21.21019108280254,123.7,4.105619707467283,3629860.0,-1.8169757994742959,-1.4066204772902235,-0.02397750877444309,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-22.373540856031127,-1.8169757994742959,0.9291237474201294,0.0,0.0,,0.0,0.0,1.0,29.52811528680419,2.7639156310382837,4.000686224052153,-52.555282169081025,five_minute_delayed_ce_control,,,11.75,1.9499999999999886,6.150000000000006,9.865659109991604,5,False,,5.163727959697738,5.063727959697738,4.163727959697738,holdout_delayed,,holdout_delayed_control,2026-06-04 07:44:00+00:00
NSE_FO|56380|23-06-2026,2026-06-23,CE,24150.0,2026-06-22 08:11:00+00:00,2026-06-22,821,1,2,53.5,55.95,53.15,54.8,1599845,20482020,54.9,-9.719934102141693,18.065693430656932,2.1018787361229716,False,False,True,2026-06-22,2026-06-23,-9.013605442176864,53.5,4.301195559350982,20482020.0,-0.7063286599648286,-2.1993168232280107,0.0,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-7.336726039016117,-0.7063286599648286,1.6300487043781664,0.0,0.0,,0.0,0.0,1.0,9.467084639498434,1.2246603970742065,2.8582544417066527,-19.187018741640127,five_minute_delayed_ce_control,,,6.0,0.19999999999999574,4.100000000000001,10.92896174863388,5,False,,7.468123861566488,7.368123861566488,6.468123861566488,holdout_delayed,,holdout_delayed_control,2026-06-22 08:10:00+00:00
NSE_FO|79713|30-06-2026,2026-06-30,CE,23850.0,2026-06-30 07:51:00+00:00,2026-06-30,801,0,2,92.0,93.1,80.25,90.9,1434940,4827485,90.9,-14.204813591316656,31.2981298129813,3.5341391179060273,False,False,True,2026-06-30,2026-06-30,-11.405197305101067,92.05,3.1524853918194187,4601285.0,-2.7996162862155884,0.38165372608660864,0.04916018025399427,False,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0,1.0,-10.711931443638766,-1.4965725120861695,4.750656014838874,0.0,0.0,,0.0,0.0,1.0,35.46511627906979,7.216528708448315,3.1455427531837477,-49.66992987038645,five_minute_delayed_ce_control,,,8.099999999999994,9.900000000000006,7.949999999999989,8.910891089108903,5,False,,8.745874587458733,8.645874587458733,7.745874587458733,holdout_delayed,,holdout_delayed_control,2026-06-30 07:50:00+00:00
NSE_FO|51387|14-07-2026,2026-07-14,CE,24350.0,2026-07-08 08:17:00+00:00,2026-07-08,827,6,2,64.0,64.1,55.85,56.2,847730,3657095,56.2,-25.06666666666666,39.32384341637011,11.541592920353983,False,False,True,2026-07-08,2026-07-14,-16.427640156453727,64.1,12.82544237207078,3661255.0,-8.639026510212933,-1.2838494517167973,-0.0011362224155378414,False,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.8333333,-24.836614472824287,-8.888717993606022,10.124367247894883,0.0,0.0,,0.0,0.0,0.8333333333333334,40.564769161810865,22.915020647864814,11.328751431844216,-65.63143582847752,five_minute_delayed_ce_control,,,3.799999999999997,4.150000000000006,-2.8000000000000043,6.761565836298927,5,False,,-4.982206405693958,-5.082206405693958,-5.982206405693958,holdout_delayed,,holdout_delayed_control,2026-07-08 08:16:00+00:00
NSE_FO|51385|14-07-2026,2026-07-14,CE,24300.0,2026-07-09 09:11:00+00:00,2026-07-09,881,5,1,35.55,40.0,35.45,39.4,717275,9194770,39.35,-11.659192825112118,33.37563451776649,3.690635451505017,False,False,True,2026-07-09,2026-07-14,-22.968580715059595,35.55,3.3290969899665552,9229090.0,11.309387889947477,0.3615384615384616,-0.0037186764892313327,False,0.0,1.0,1.0,0.0,0.0,8,0.0,0.625,0.625,-10.496634793649367,10.824146025793194,5.818941575035507,0.0,0.625,,0.0,0.0,0.625,7.253521126760565,-7.8774715661640515,3.8399014778325125,-18.912713951872682,five_minute_delayed_ce_control,,,0.6499999999999986,3.1000000000000014,-2.0500000000000043,1.651842439644215,5,False,,-5.209656925031777,-5.309656925031777,-6.209656925031777,holdout_delayed,,holdout_delayed_control,2026-07-09 09:10:00+00:00
NSE_FO|51387|14-07-2026,2026-07-14,CE,24350.0,2026-07-10 09:02:00+00:00,2026-07-10,872,4,1,41.6,45.55,41.15,43.5,473655,4488640,43.5,-6.25,19.54022988505747,1.5590500641848524,False,False,True,2026-07-10,2026-07-14,-12.380952380952381,41.4,3.254990494296578,4450940.0,6.130952380952381,-1.6959404301117258,0.008470120918277937,False,0.0,1.0,1.0,0.0,0.0,8,0.0,0.625,0.625,-4.082677269697266,3.995304778134029,2.6853591672193655,0.0,0.625,,0.0,0.0,0.25,2.101063829787231,-3.500651528025678,2.0802507836990594,-8.35106382978723,five_minute_delayed_ce_control,,,3.3500000000000014,1.8500000000000014,-1.25,7.70114942528736,5,False,,-2.8735632183908044,-2.9735632183908045,-3.8735632183908044,holdout_delayed,,holdout_delayed_control,2026-07-10 09:01:00+00:00
NSE_FO|57344|21-07-2026,2026-07-21,CE,24100.0,2026-07-21 07:31:00+00:00,2026-07-21,781,0,2,50.35,57.25,49.15,56.6,6344000,16721380,56.45,-22.940776038121168,54.50530035335689,4.4667170087641015,False,False,True,2026-07-21,2026-07-21,-33.683519369665134,50.5,3.8455174451530296,16331250.0,10.742743331543966,0.6211995636110719,0.023888557213930347,False,0.0,1.0,1.0,0.0,0.0,6,0.0,0.8333333,0.8333333,-19.916049350147357,9.549650716430017,11.916071461980094,0.0,0.8333333,,0.0,0.0,0.8333333333333334,60.73619631901839,-68.94122303582033,5.290896613739085,-83.67697235713956,five_minute_delayed_ce_control,,,6.25,2.450000000000003,5.349999999999994,11.071744906997342,5,False,,9.477413640389715,9.377413640389715,8.477413640389715,holdout_delayed,,holdout_delayed_control,2026-07-21 07:30:00+00:00
